freq,unit,schedule,tra_cov,tra_meas,rep_airp\TIME_PERIOD	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 	2025-03 	2025-04 	2025-05 	2025-06 	2025-07 	2025-08 	2025-09 	2025-10 	2025-11 	2025-12 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBD	636677 	594659 	350135 	413346 	328868 	353186 	433392 	483784 	551790 	562596 	574914 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBE	33631 	18236 	5190 	5735 	4333 	4310 	7884 	18253 	22398 	39345 	44726 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBH	31394 	21941 	11240 	12934 	11825 	10920 	14715 	21079 	28518 	38442 	49541 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBL	28463 	18590 	17634 	18074 	0 	0 	20875 	25265 	28256 	34802 	32067 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBO	708276 	706983 	574108 	622651 	533587 	559482 	635994 	674588 	690292 	697165 	630950 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBP	21912 	22611 	19015 	21086 	18173 	18240 	20641 	20125 	19555 	22207 	18776 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBT	72159 	57294 	23399 	26280 	20722 	25580 	25383 	60953 	75183 	59676 	66016 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFBZ	98221 	85913 	44978 	45457 	41239 	40499 	53458 	85708 	96303 	106355 	124083 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFKB	164819 	129563 	74067 	81816 	67549 	62138 	65850 	122259 	146905 	169256 	195733 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFKC	47470 	25348 	12126 	12856 	10137 	10691 	11695 	25313 	38052 	49791 	67514 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFKF	105287 	67339 	23226 	20586 	17108 	0 	21646 	68233 	83702 	117974 	168175 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFKJ	178431 	139087 	73667 	78868 	60502 	58607 	62981 	131854 	151653 	179292 	219260 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFLB	: 	: 	: 	: 	45973 	46452 	50347 	20933 	96 	66 	452 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFLC	19797 	20776 	18802 	19126 	18962 	18461 	21247 	23363 	24898 	23333 	22385 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFLL	950535 	954370 	738821 	808467 	747981 	745018 	852102 	926335 	969096 	981184 	985648 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFLS	184 	112 	120 	42053 	60354 	62573 	72220 	22791 	33 	196 	122 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFMK	37455 	31721 	7792 	11129 	7565 	8310 	9671 	30516 	36668 	42241 	43577 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFML	1020767 	1008075 	733000 	780712 	693781 	717341 	787365 	1044681 	1082029 	1087509 	1122159 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFMN	1486828 	1301494 	850179 	907962 	752559 	818441 	975816 	1303069 	1495748 	1636383 	1772985 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFMP	51695 	39336 	25067 	28768 	24313 	23169 	24618 	43720 	48015 	59378 	57616 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFMT	172410 	157137 	125074 	138041 	107888 	111205 	116246 	153292 	159148 	167491 	170707 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFMU	35877 	20970 	8209 	9239 	7981 	7646 	9530 	27263 	36667 	41689 	45578 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFOB	584792 	616714 	434974 	502372 	441774 	458856 	548662 	639903 	651099 	623677 	631475 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFOK	8042 	8139 	5103 	5438 	6038 	6036 	6250 	6369 	6667 	5951 	5598 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFOT	16666 	18355 	8114 	10449 	9469 	7617 	13042 	22090 	21898 	21535 	25738 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFPG	6209272 	6215927 	5302307 	5832716 	5327569 	5014238 	5557742 	6053448 	6207442 	6432586 	6831605 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFPO	2990734 	2901112 	2239023 	2471098 	2242135 	2344899 	2479166 	3233846 	3184246 	3260016 	3383130 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFQQ	184741 	188192 	110553 	129777 	95389 	108195 	113142 	160073 	177697 	168536 	162306 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFRB	96277 	91443 	66745 	68988 	56623 	58029 	64636 	85786 	89298 	92277 	86376 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFRK	35878 	32583 	19692 	24063 	13625 	16705 	20454 	28734 	32172 	35000 	30771 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFRN	40403 	43391 	40809 	52080 	37281 	40304 	44901 	38757 	42812 	43013 	45666 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFRS	682705 	690257 	429678 	491484 	390737 	438681 	499448 	678341 	716242 	708047 	718399 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFRZ	668 	463 	577 	466 	569 	414 	1093 	864 	583 	913 	396 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFSB	58790 	75282 	49174 	56957 	55088 	46821 	46774 	63742 	81269 	87319 	94506 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFST	111109 	117727 	97538 	143134 	85634 	87280 	93548 	116900 	117687 	117027 	103749 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFTH	30153 	23839 	9226 	12132 	9040 	9245 	10709 	23733 	25230 	31537 	37202 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_LFTW	25892 	25434 	17181 	19782 	17996 	16318 	20331 	21671 	24296 	25844 	23727 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_SOCA	40463 	44282 	39158 	48949 	43897 	38266 	41062 	41547 	41217 	42122 	64375 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_TFFF	89663 	103525 	128464 	180029 	191475 	196684 	191792 	176014 	120592 	117218 	175078 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_TFFG	12988 	15654 	16033 	18428 	15045 	14079 	17241 	20480 	19382 	17569 	21024 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,FR_TFFR	106097 	127280 	150059 	202209 	220011 	219238 	209494 	205352 	150348 	140330 	204258 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HR_LDDU	420517 	306213 	51559 	27259 	19803 	22231 	48780 	244940 	378266 	447230 	537877 	541548 	440580 	313920 	49275 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HR_LDPL	74540 	22685 	1227 	1319 	1333 	1371 	1823 	11611 	49843 	94638 	133964 	125450 	89251 	29708 	1747 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HR_LDRI	21804 	5061 	890 	554 	511 	430 	571 	994 	9254 	29501 	37718 	39002 	28085 	5099 	1244 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HR_LDSP	532936 	304177 	48176 	43802 	34114 	34331 	52901 	210872 	395219 	578102 	782956 	757559 	557799 	331678 	62250 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HR_LDZA	419225 	413680 	313124 	316646 	277036 	259132 	312757 	416401 	435653 	435179 	466695 	487725 	466390 	457148 	337851 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HR_LDZD	262806 	86598 	1613 	2108 	1402 	1124 	4191 	84774 	164444 	294878 	345857 	360911 	256304 	102380 	2342 	: 
M,PAS,TOT,TOTAL,PAS_CRD,HU_LHBP	1653068 	1613518 	1396840 	1490312 	1288598 	1242494 	1464260 	1659958 	1694523 	1690695 	1839837 	1898331 	1791601 	1812101 	1548072 	1638758 
M,PAS,TOT,TOTAL,PAS_CRD,HU_LHDC	35212 	22583 	9824 	6627 	9000 	9465 	10442 	13716 	16853 	18483 	27158 	27187 	22043 	12608 	10518 	8627 
M,PAS,TOT,TOTAL,PAS_CRD,IE_EICK	295093 	258428 	200682 	211360 	195390 	203407 	248455 	308483 	330545 	354079 	377130 	375665 	320021 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IE_EIDW	3223889 	2995090 	2359556 	2388440 	2179812 	2141091 	2609522 	3076177 	3392760 	3542782 	3748308 	3781285 	3344470 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IE_EIKN	75270 	70197 	58955 	61020 	49655 	55964 	62825 	87171 	91900 	91986 	99993 	106255 	86873 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IE_EIKY	39779 	37484 	26236 	28438 	21052 	23939 	27184 	40562 	41464 	44938 	48972 	52506 	39850 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IE_EINN	189289 	185164 	134188 	141993 	116344 	118102 	146434 	192720 	207346 	231487 	248697 	252574 	209884 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IS_BIAR	16259 	19191 	16712 	17652 	16243 	18684 	23021 	18453 	16396 	15561 	17387 	16854 	16300 	19387 	18819 	18595 
M,PAS,TOT,TOTAL,PAS_CRD,IS_BIEG	: 	: 	: 	: 	6236 	5964 	7075 	7560 	8962 	8378 	8897 	8600 	7822 	7784 	7432 	6626 
M,PAS,TOT,TOTAL,PAS_CRD,IS_BIIS	: 	: 	: 	: 	1370 	1470 	1967 	2270 	0 	0 	0 	0 	0 	0 	0 	0 
M,PAS,TOT,TOTAL,PAS_CRD,IS_BIKF	790367 	715160 	529767 	552532 	468842 	477674 	563238 	652865 	701988 	867360 	992036 	992025 	750736 	656068 	499223 	507875 
M,PAS,TOT,TOTAL,PAS_CRD,IS_BIRK	30101 	30370 	23989 	23317 	22017 	21169 	26242 	25476 	29243 	27630 	31284 	31329 	28809 	27029 	24526 	22638 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIBC	27756 	24134 	17723 	19758 	17569 	15385 	18752 	32694 	36552 	35926 	36742 	35351 	31523 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIBD	758007 	706862 	486873 	495126 	422710 	426797 	528388 	696519 	761803 	775479 	865222 	895537 	793827 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIBP	91922 	78126 	47272 	49597 	40239 	39044 	51100 	85645 	88801 	125047 	135100 	138915 	127223 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIBR	372639 	323072 	196554 	206240 	169346 	177900 	210957 	291126 	342568 	375877 	411613 	410405 	375024 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICA	286003 	235283 	188066 	198057 	171074 	168409 	202027 	233932 	284666 	321926 	352153 	351059 	320266 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICB	33519 	20210 	11296 	12137 	8158 	4983 	5153 	8603 	6150 	5847 	13080 	18382 	13605 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICC	1254444 	1174049 	807860 	835449 	705477 	702346 	873293 	1099824 	1186261 	1196118 	1256752 	1291979 	1232684 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICD	55214 	26056 	10119 	8835 	7854 	7290 	9493 	12562 	17148 	45998 	74110 	83872 	54739 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICG	27858 	14720 	9191 	8761 	8500 	7549 	9417 	12230 	15302 	24755 	30699 	39547 	27118 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICJ	929936 	857129 	545327 	567014 	476754 	487885 	605092 	822691 	902023 	926746 	1020827 	1016498 	950559 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICR	58137 	63529 	78114 	80062 	65642 	68233 	79992 	84830 	90894 	91306 	94902 	93052 	88871 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LICT	135244 	109729 	38291 	45320 	34944 	33676 	46664 	105247 	114780 	119992 	125821 	123212 	116746 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIEA	203331 	143807 	62862 	71768 	62903 	61043 	77792 	146337 	168000 	222139 	245302 	251288 	220924 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIEE	571892 	468361 	282195 	303217 	257763 	242392 	302059 	444464 	496263 	575209 	640408 	651258 	580046 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIEO	542178 	288907 	92888 	94692 	74164 	66786 	87923 	219528 	354989 	598135 	817600 	849172 	571213 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIMC	2813836 	2714527 	2159150 	2278994 	1988254 	2037129 	2390414 	2655833 	2653266 	2819343 	3051114 	3202917 	2946041 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIME	1579827 	1493085 	1179549 	1210061 	1131296 	1095154 	1281935 	1511181 	1560390 	1542097 	1604103 	1650620 	1535453 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIMF	415174 	410010 	354185 	399492 	391009 	400150 	451239 	410197 	419344 	406959 	421713 	428008 	410939 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIMJ	137850 	126021 	89901 	86829 	77556 	80160 	99552 	139811 	170875 	158612 	169895 	170426 	157970 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIML	954893 	935669 	874407 	824945 	779347 	738938 	860913 	950821 	986965 	1000813 	1020313 	955584 	996960 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIMP	15254 	12537 	5079 	6895 	7066 	5652 	7862 	17445 	18055 	17806 	18680 	18921 	17509 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPE	1067703 	1011098 	713588 	723299 	680061 	646558 	819724 	1032779 	1078647 	1077505 	1110477 	1117683 	1030392 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPH	273690 	266010 	228035 	226417 	229023 	218046 	251832 	282397 	286934 	290349 	303863 	310548 	287246 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPO	424 	269 	202 	115 	170 	244 	225 	178 	935 	506 	450 	343 	387 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPQ	136646 	137856 	100744 	102844 	84435 	86321 	105711 	145257 	157874 	167244 	169323 	168866 	163897 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPR	45382 	31109 	8411 	8461 	7590 	7052 	10832 	36134 	45680 	60703 	66184 	70243 	60815 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPX	420115 	304915 	195119 	228738 	215245 	214564 	260647 	305208 	363165 	423408 	476729 	503320 	426407 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPY	64018 	51012 	36342 	42879 	28932 	25865 	38077 	56564 	58386 	64664 	62906 	67583 	62128 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIPZ	1183307 	1114921 	739041 	750869 	652022 	688242 	841445 	1051792 	1146966 	1166012 	1186270 	1202367 	1168484 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIRA	318992 	331522 	312128 	301728 	314429 	302475 	344427 	334754 	346368 	335279 	350141 	353936 	326271 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIRF	4719321 	4478163 	3489346 	3489638 	3218225 	3168545 	3857406 	4356195 	4596270 	4764793 	4977151 	5139131 	4842307 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIRN	1388510 	1217727 	552099 	591684 	638135 	654395 	804585 	1189828 	1324911 	1340241 	1460406 	1521425 	1377994 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIRP	575290 	529245 	317878 	344937 	284230 	301938 	396076 	547883 	590506 	628195 	678030 	683902 	599858 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIRQ	352941 	343900 	236752 	220985 	201292 	203480 	269083 	351299 	389972 	390313 	384229 	385023 	394708 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,IT_LIRZ	63047 	53693 	27859 	26405 	20673 	20954 	29641 	64102 	69531 	73788 	82014 	82133 	75482 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,LT_EYKA	127335 	136430 	111561 	121404 	106569 	105530 	123076 	135594 	142052 	146023 	152015 	154052 	137381 	149903 	110412 	119624 
M,PAS,TOT,TOTAL,PAS_CRD,LT_EYPA	33230 	34969 	33059 	32552 	27140 	28645 	33673 	37385 	38462 	36483 	41643 	40909 	38641 	46636 	36109 	37088 
M,PAS,TOT,TOTAL,PAS_CRD,LT_EYSA	6 	0 	10 	0 	7 	0 	0 	16 	0 	4 	16 	21 	0 	0 	30 	0 
M,PAS,TOT,TOTAL,PAS_CRD,LT_EYVI	470487 	473778 	341822 	320310 	298834 	295019 	349378 	429133 	491818 	483261 	492475 	510001 	489415 	506466 	379225 	378131 
M,PAS,TOT,TOTAL,PAS_CRD,LU_ELLX	492404 	474970 	358558 	376612 	300209 	332123 	379404 	464453 	488801 	484694 	511869 	532430 	494276 	505403 	402763 	404100 
M,PAS,TOT,TOTAL,PAS_CRD,LV_EVRA	663658 	666080 	550276 	583993 	457217 	432605 	545771 	580886 	636713 	654180 	701901 	688941 	628387 	673439 	540582 	557499 
M,PAS,TOT,TOTAL,PAS_CRD,ME_LYPG	203073 	146065 	97354 	93449 	84916 	75723 	94745 	145752 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,ME_LYTV	160954 	96686 	19965 	17661 	16831 	16211 	20065 	77618 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,MK_LWOH	21414 	14723 	10552 	14120 	14234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,MK_LWSK	283740 	268373 	210313 	220688 	208616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,MT_LMML	897450 	839268 	631578 	592329 	508129 	561141 	725982 	897538 	928609 	924368 	1036422 	1073178 	990959 	: 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NL_EHAM	6030813 	6038966 	5071186 	5164857 	4804006 	4693266 	5324550 	5825953 	6089817 	6032528 	6552356 	6621920 	6094409 	6230029 	5215344 	5286627 
M,PAS,TOT,TOTAL,PAS_CRD,NL_EHBK	27065 	22450 	4751 	4908 	5395 	6103 	7183 	17729 	19959 	23132 	19616 	20735 	13813 	13545 	4457 	3980 
M,PAS,TOT,TOTAL,PAS_CRD,NL_EHEH	650827 	653173 	456648 	437446 	418540 	434044 	514946 	627937 	698096 	674120 	663897 	695986 	678010 	667575 	486886 	462126 
M,PAS,TOT,TOTAL,PAS_CRD,NL_EHGG	13474 	11458 	4029 	4251 	4158 	3943 	3775 	6210 	12858 	11469 	15098 	18380 	11115 	10263 	2559 	3932 
M,PAS,TOT,TOTAL,PAS_CRD,NL_EHRD	245578 	203139 	121571 	121395 	130099 	135271 	150195 	194868 	244110 	240426 	265244 	285167 	250918 	206665 	124252 	137592 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENAL	96206 	92169 	79500 	71744 	64974 	69843 	79689 	85501 	88939 	96672 	92311 	94012 	96379 	93403 	79016 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENAT	32663 	30941 	27556 	25655 	26264 	27955 	31854 	30429 	33365 	36442 	33663 	33951 	33921 	33098 	28763 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENBN	9407 	9175 	7772 	7067 	7380 	7642 	8594 	8919 	9996 	10016 	10268 	8745 	9386 	9442 	8759 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENBO	180405 	169308 	148200 	118863 	123182 	129635 	160178 	151722 	166736 	194403 	194941 	190825 	188948 	175200 	148027 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENBR	594861 	587201 	490577 	436333 	415872 	412821 	496466 	528581 	534848 	638933 	648422 	656663 	628692 	605613 	487921 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENCN	79961 	76118 	64170 	52902 	53382 	53445 	62546 	68902 	73240 	79044 	63077 	72566 	83695 	80591 	69419 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENDU	17306 	15912 	16177 	14939 	15597 	13907 	16810 	15937 	17556 	19660 	18832 	18290 	16859 	16939 	14977 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENEV	77616 	70154 	54782 	55836 	52511 	55777 	71273 	67171 	75131 	91901 	106687 	101076 	84991 	77729 	59951 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENFL	9139 	10171 	9143 	7632 	8379 	7657 	9138 	8926 	8279 	9500 	8831 	7596 	9511 	10076 	8321 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENGM	2483525 	2411501 	1962199 	1869729 	1738587 	1799324 	2095798 	2200961 	2303812 	2615586 	2749284 	2582883 	2513210 	2451652 	1995831 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENHD	51258 	56558 	49079 	41705 	40357 	43919 	49823 	49192 	50900 	50643 	42822 	46341 	51264 	54178 	48655 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENHF	11467 	11254 	10371 	8104 	11033 	10102 	11942 	11189 	12873 	13143 	9647 	10695 	12335 	11351 	10310 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENKB	24470 	25409 	23951 	22331 	20867 	21444 	23497 	24737 	23074 	27261 	24576 	25408 	26358 	26396 	23782 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENKR	26901 	25920 	22325 	24420 	23664 	23255 	25253 	26397 	26536 	31361 	31698 	31722 	29699 	27871 	23094 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENLK	13611 	12543 	10241 	8182 	9062 	10826 	12323 	12136 	12968 	15577 	18504 	17001 	15944 	14967 	12137 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENML	31852 	33071 	27254 	24829 	21942 	23847 	27046 	29320 	29521 	30870 	27916 	28424 	31667 	33183 	26196 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENMS	6586 	5678 	5854 	4085 	4780 	5268 	5657 	5809 	6427 	6083 	4770 	5535 	7424 	7304 	5563 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENOV	13854 	13892 	11743 	10958 	11601 	11574 	12542 	13049 	13577 	15286 	14243 	14290 	14562 	14022 	11798 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENRA	9833 	9926 	8163 	6606 	8726 	8513 	9452 	8200 	9399 	9404 	7102 	7766 	11389 	11294 	10253 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENSB	14187 	10847 	7809 	8215 	9554 	13385 	17331 	17714 	18125 	26197 	30353 	23492 	14642 	11505 	8468 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENSG	6504 	6273 	5398 	4314 	4941 	5132 	6214 	5627 	5639 	3098 	2104 	5928 	6841 	6330 	6162 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENSK	10556 	10720 	10023 	8069 	9353 	9179 	10463 	10722 	11834 	11573 	8802 	9724 	11702 	11710 	10572 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENST	6865 	7321 	7039 	5496 	6053 	5610 	7065 	6895 	6934 	8198 	9102 	7844 	7590 	8306 	7806 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENTC	200351 	225006 	244626 	261812 	272607 	272571 	294290 	202282 	188253 	216066 	205216 	206869 	213368 	240070 	257342 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENTO	164262 	172407 	140373 	139628 	113840 	126547 	139567 	145341 	150975 	169355 	185415 	172816 	161420 	166032 	122150 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENVA	394645 	389828 	337307 	286059 	284447 	290842 	366163 	342386 	368550 	392884 	303135 	347858 	395511 	394386 	335090 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENVD	6141 	6520 	5760 	4680 	5726 	5551 	6309 	5681 	5828 	6415 	4664 	6371 	6714 	6948 	6656 	: 
M,PAS,TOT,TOTAL,PAS_CRD,NO_ENZV	354066 	349347 	305906 	265795 	254858 	255053 	306439 	302737 	335506 	365424 	333847 	334766 	353897 	347597 	302891 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPBY	37075 	25225 	20050 	23305 	19274 	23304 	25580 	28550 	38054 	48608 	53177 	53969 	45256 	38460 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPGD	667658 	621580 	477048 	488645 	428097 	457245 	490919 	587245 	648522 	718869 	805466 	806291 	720838 	667438 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPKK	1040028 	1028845 	852829 	878021 	795440 	857011 	987272 	1074730 	1155276 	1181519 	1278242 	1321987 	1214888 	1211929 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPKT	781748 	557950 	349742 	360728 	356148 	354327 	375604 	425122 	654782 	838999 	958300 	977228 	886047 	641204 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPLB	50088 	34218 	23856 	26703 	21732 	22771 	27618 	36836 	44090 	53484 	60483 	61545 	52177 	39205 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPLL	46419 	34476 	27343 	26132 	22881 	31230 	33481 	34966 	41842 	51270 	60309 	59229 	50423 	40230 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPMO	268646 	256370 	109586 	112744 	111052 	103356 	116514 	145791 	154379 	145859 	154119 	159494 	145343 	149031 	: 	: 
M,PAS,TOT,TOTAL,PAS_CRD,PL_EPPO	415516 	318161 	192086 	181970 	187794 	193205 	216275 	309522 	394681 	440206 	471399 	492012 	442430 	357104 	: 	: 
